 유형 , 시도 , 시군 , 단지명 , 조성상태 , 지정면적 , 관리면적 , 전체면적 , 분양대상 , 분양 , 미분양 , 분양률 , 입주업체 , 가동업체 , 고용(남) , 고용(여) , 고용(계) , 누계생산(백만원) , 누계수출(천달러) 
농공,경북,예천군,예천제3농공단지,미개발,181 ,182 ,123 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
국가,경남,거제시,옥포,조성중,"5,986 ","5,987 ","3,012 ","3,012 ","3,012 ",0 ,100 ,1 ,1 ,,,,,
국가,경남,거제시,죽도,조성중,"4,181 ","4,180 ","2,776 ","2,337 ","2,337 ",0 ,100 ,1 ,1 ,,,,,
국가,경남,거제시,지세포자원비축,완료,"2,942 ","2,942 ",880 ,880 ,880 ,0 ,100 ,1 ,1 ,,,,,
국가,경남,통영시,안정,조성중,"3,864 ","3,863 ","3,021 ","3,021 ","3,021 ",0 ,100 ,12 ,10 ,"1,064 ",89 ,"1,153 ","191,323 ","3,594 "
국가,경남,창원시 진해구,명지·녹산 (①),완료,"1,675 ","1,672 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
국가,경남,창원시 진해구,   녹산지구(주거단지) ①,완료,"1,675 ","1,672 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
국가,경남,창원시,창원[재생사업지구:부분],조성중,"35,869 ","25,739 ","17,487 ","17,191 ","17,191 ",0 ,100 ,"3,248 ","2,808 ","105,957 ","17,695 ","123,652 ","30,737,450 ","8,942,491 "
국가,경남,창원시 진해구,진해,조성중,"3,269 ","1,663 ","1,588 ","1,588 ","1,588 ",0 ,100 ,3 ,3 ,"1,196 ",48 ,"1,244 ","607,406 ","362,684 "
국가,경남,밀양시,밀양나노융합,조성중,"1,656 ","1,507 ",964 ,964 ,415 ,549 ,43 ,2 ,2 ,,,,,
국가,경남,사천시,경남항공 (① + ②),조성중,"1,663 ","1,642 ","1,098 ","1,087 ",57 ,"1,030 ",5 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
국가,경남,사천시,   경남항공(사천지구) ①,조성중,828 ,821 ,595 ,589 ,27 ,562 ,5 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
국가,경남,진주시,   경남항공(진주지구) ②,조성중,835 ,821 ,503 ,498 ,30 ,468 ,6 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
국가,경남,창원시,마산자유무역지역국가산업단지,완료,957 ,957 ,758 ,758 ,758 ,0 ,100 ,194 ,194 ,"3,449 ","1,597 ","5,046 ","1,328,703 ","546,041 "
일반,경남,거제시,오비,완료,196 ,195 ,129 ,129 ,129 ,0 ,100 ,4 ,4 ,321 ,3 ,324 ,"9,181 ",0 
일반,경남,김해시,나전,조성중,68 ,68 ,48 ,48 ,48 ,0 ,100 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경남,김해시,덕암,완료,155 ,155 ,106 ,106 ,106 ,0 ,100 ,35 ,35 ,174 ,32 ,206 ,"135,348 ","14,066 "
일반,경남,김해시,명동,완료,263 ,263 ,182 ,182 ,182 ,0 ,100 ,37 ,37 ,269 ,46 ,315 ,"50,092 ",608 
일반,경남,김해시,주호,완료,117 ,116 ,87 ,87 ,87 ,0 ,100 ,20 ,20 ,193 ,72 ,265 ,"48,050 ","5,800 "
일반,경남,밀양시,사포,완료,746 ,745 ,455 ,455 ,455 ,0 ,100 ,46 ,46 ,"1,237 ",301 ,"1,538 ","21,000 ","15,000 "
일반,경남,밀양시,용전,완료,634 ,634 ,361 ,361 ,361 ,0 ,100 ,23 ,23 ,611 ,102 ,713 ,"76,724 ",0 
일반,경남,밀양시,하남,완료,"1,020 ","1,020 ",642 ,642 ,642 ,0 ,100 ,7 ,7 ,165 ,19 ,184 ,0 ,0 
일반,경남,사천시,흥사,미개발,673 ,514 ,320 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경남,양산시,덕계,완료,360 ,360 ,221 ,221 ,210 ,11 ,95 ,33 ,33 ,471 ,210 ,681 ,"44,440 ","8,080 "
일반,경남,양산시,유산,완료,118 ,118 ,79 ,79 ,79 ,0 ,100 ,15 ,15 ,246 ,103 ,349 ,"24,240 ","6,060 "
일반,경남,양산시,산막,조성중,"1,277 ","1,221 ",715 ,582 ,582 ,0 ,100 ,212 ,212 ,"2,865 ",917 ,"3,782 ","321,180 ","66,660 "
일반,경남,양산시,어곡,완료,"1,244 ","1,244 ",623 ,623 ,623 ,0 ,100 ,162 ,162 ,"2,749 ","1,232 ","3,981 ","298,960 ","56,560 "
일반,경남,진주시,가산,완료,296 ,295 ,219 ,219 ,146 ,73 ,67 ,1 ,1 ,,,,,
일반,경남,진주시,정촌,완료,"1,711 ","1,711 ",674 ,674 ,674 ,0 ,100 ,101 ,101 ,"2,241 ",423 ,"2,664 ","860,728 ","184,228 "
일반,경남,진주시,진주상평,완료,"2,057 ","2,057 ","1,583 ","1,583 ","1,583 ",0 ,100 ,436 ,435 ,"4,112 ","1,368 ","5,480 ","1,002,222 ","20,222 "
일반,경남,통영시,법송동원(구:법송),조성중,621 ,621 ,372 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경남,통영시,덕포,미개발,"1,017 ","1,017 ",712 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경남,통영시,안정,조성중,"1,305 ","1,305 ",869 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경남,거창군,거창,완료,741 ,741 ,465 ,465 ,465 ,0 ,100 ,46 ,43 ,608 ,168 ,776 ,"604,200 ","5,060 "
일반,경남,고성군,내산,조성중,523 ,523 ,374 ,299 ,299 ,0 ,100 ,1 ,1 ,,,,,
일반,경남,고성군,대가룡,완료,74 ,74 ,57 ,57 ,57 ,0 ,100 ,1 ,1 ,,,,,
일반,경남,고성군,대독,조성중,266 ,265 ,156 ,141 ,141 ,0 ,100 ,2 ,1 ,,,,,
일반,경남,고성군,율대,완료,182 ,182 ,138 ,138 ,138 ,0 ,100 ,4 ,3 ,130 ,8 ,138 ,"6,342 ",0 
일반,경남,고성군,장좌,조성중,695 ,695 ,421 ,421 ,421 ,0 ,100 ,1 ,1 ,,,,,
일반,경남,산청군,매촌,완료,98 ,98 ,72 ,72 ,72 ,0 ,100 ,2 ,2 ,,,,,
일반,경남,산청군,매촌제2,완료,75 ,75 ,52 ,52 ,52 ,0 ,100 ,3 ,3 ,62 ,8 ,70 ,"4,220 ","2,980 "
일반,경남,창녕군,넥센,조성중,594 ,593 ,468 ,411 ,411 ,0 ,100 ,1 ,1 ,,,,,
일반,경남,창녕군,대합,완료,949 ,949 ,623 ,623 ,623 ,0 ,100 ,44 ,44 ,823 ,145 ,968 ,"363,072 ","24,928 "
일반,경남,창녕군,억만,완료,82 ,82 ,64 ,64 ,64 ,0 ,100 ,2 ,1 ,,,,,
일반,경남,하동군,갈사만조선,조성중,"5,613 ","5,613 ","3,586 ",475 ,0 ,475 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경남,하동군,대송,조성중,"1,371 ","1,371 ",810 ,684 ,83 ,601 ,12 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경남,함안군,군북월촌,완료,188 ,188 ,137 ,137 ,137 ,0 ,100 ,7 ,6 ,194 ,26 ,220 ,"24,600 ",0 
일반,경남,함안군,법수우거,완료,124 ,124 ,85 ,85 ,85 ,0 ,100 ,11 ,8 ,205 ,18 ,223 ,"5,400 ",0 
일반,경남,함안군,칠서,완료,"3,051 ","3,051 ","1,866 ","1,866 ","1,866 ",0 ,100 ,104 ,104 ,"3,292 ",405 ,"3,697 ","1,600,000 ","200,000 "
일반,경남,함양군,함양,완료,738 ,738 ,357 ,357 ,322 ,35 ,90 ,5 ,2 ,,,,,
일반,경남,함양군,휴천,완료,83 ,83 ,42 ,42 ,42 ,0 ,100 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경남,함안군,대사,완료,294 ,294 ,204 ,204 ,194 ,10 ,95 ,31 ,21 ,138 ,35 ,173 ,400 ,0 
일반,경남,양산시,덕계경동스마트밸리일반산업단지(구:덕계월라),조성중,442 ,441 ,232 ,172 ,0 ,172 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경남,함안군,법수강주,완료,136 ,136 ,89 ,89 ,89 ,0 ,100 ,20 ,16 ,294 ,59 ,353 ,400 ,0 
일반,경남,창원시 성산구,천선,완료,110 ,109 ,60 ,60 ,60 ,0 ,100 ,25 ,25 ,548 ,112 ,660 ,"33,298 ","2,720 "
일반,경남,창원시 마산합포구,수곡,조성중,79 ,79 ,46 ,36 ,36 ,0 ,100 ,8 ,8 ,86 ,16 ,102 ,"10,288 ",516 
일반,경남,창원시 마산합포구,진전평암,완료,81 ,80 ,56 ,56 ,56 ,0 ,100 ,1 ,1 ,,,,,
일반,경남,창원시 마산합포구,진북,완료,875 ,873 ,540 ,540 ,540 ,0 ,100 ,61 ,61 ,"1,506 ",300 ,"1,806 ","281,538 ","14,642 "
일반,경남,창원시 진해구,남양지구,완료,293 ,293 ,133 ,133 ,133 ,0 ,100 ,52 ,52 ,527 ,108 ,635 ,"156,850 ","3,750 "
일반,경남,창원시 진해구,마천,완료,611 ,611 ,479 ,479 ,479 ,0 ,100 ,114 ,114 ,"1,455 ",170 ,"1,625 ","433,650 ","48,450 "
일반,경남,창원시 진해구,죽곡,완료,138 ,138 ,107 ,107 ,107 ,0 ,100 ,7 ,7 ,226 ,43 ,269 ,"8,184 ",0 
일반,경남,창원시,창원,완료,478 ,477 ,232 ,232 ,232 ,0 ,100 ,54 ,54 ,936 ,188 ,"1,124 ","237,628 ","18,170 "
일반,경남,양산시,어곡제2,조성중,330 ,330 ,207 ,105 ,31 ,74 ,30 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경남,김해시,나전2,조성중,122 ,122 ,78 ,78 ,47 ,31 ,60 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경남,진주시,지수,완료,123 ,123 ,95 ,95 ,95 ,0 ,100 ,2 ,2 ,,,,,
일반,경남,김해시,오척,완료,149 ,149 ,100 ,100 ,100 ,0 ,100 ,21 ,21 ,200 ,32 ,232 ,"13,006 ","4,734 "
일반,경남,김해시,김해GoldenRoot(구 김해),완료,"1,519 ","1,270 ",879 ,879 ,879 ,0 ,100 ,155 ,155 ,"4,092 ","1,581 ","5,673 ","1,009,123 ","190,622 "
일반,경남,거제시,모사,조성중,647 ,647 ,518 ,507 ,507 ,0 ,100 ,1 ,1 ,,,,,
일반,경남,창녕군,하리,조성중,222 ,222 ,155 ,0 ,0 ,0 ,0 ,1 ,1 ,,,,,
일반,경남,창원시,창곡,완료,64 ,64 ,36 ,36 ,36 ,0 ,100 ,6 ,6 ,116 ,58 ,174 ,"11,298 ","1,430 "
일반,경남,사천시,축동,조성중,248 ,248 ,158 ,0 ,0 ,0 ,0 ,5 ,5 ,9 ,0 ,9 ,0 ,0 
일반,경남,사천시,대동,조성중,103 ,103 ,71 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경남,함안군,장지,완료,292 ,292 ,177 ,177 ,177 ,0 ,100 ,1 ,1 ,,,,,
일반,경남,김해시,김해테크노밸리,완료,"1,644 ","1,590 ","1,068 ","1,068 ","1,068 ",0 ,100 ,388 ,388 ,"3,065 ",834 ,"3,899 ","583,366 ","85,810 "
일반,경남,의령군,대의,조성중,291 ,291 ,163 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경남,김해시,서김해,완료,449 ,449 ,277 ,277 ,257 ,20 ,93 ,43 ,43 ,757 ,198 ,955 ,"163,534 ","18,964 "
일반,경남,의령군,정곡백곡,미개발,147 ,147 ,94 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경남,김해시,가산,완료,98 ,98 ,73 ,73 ,73 ,0 ,100 ,2 ,1 ,,,,,
일반,경남,김해시,이노비즈밸리,완료,212 ,212 ,135 ,135 ,135 ,0 ,100 ,3 ,3 ,34 ,12 ,46 ,0 ,0 
일반,경남,김해시,덕암2,조성중,42 ,42 ,22 ,12 ,12 ,0 ,100 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경남,김해시,김해사이언스파크,조성중,850 ,850 ,468 ,114 ,114 ,0 ,100 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경남,함안군,칠북영동,완료,258 ,258 ,162 ,162 ,162 ,0 ,100 ,6 ,3 ,23 ,7 ,30 ,620 ,0 
일반,경남,김해시,신천,완료,246 ,246 ,168 ,168 ,168 ,0 ,100 ,7 ,7 ,63 ,9 ,72 ,0 ,0 
일반,경남,함안군,사내,조성중,291 ,291 ,203 ,49 ,49 ,0 ,100 ,2 ,1 ,,,,,
일반,경남,사천시,종포,완료,376 ,366 ,256 ,256 ,256 ,0 ,100 ,12 ,10 ,326 ,55 ,381 ,"9,504 ",0 
일반,경남,양산시,토정,조성중,309 ,309 ,156 ,3 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경남,양산시,용당,완료,269 ,268 ,175 ,175 ,175 ,0 ,100 ,56 ,56 ,640 ,181 ,821 ,"60,600 ","12,120 "
일반,경남,함안군,가연,완료,37 ,14 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경남,거제시,오비2,미개발,109 ,109 ,60 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경남,창원시,동전,완료,499 ,499 ,238 ,238 ,203 ,35 ,85 ,57 ,41 ,625 ,186 ,811 ,"50,240 ","3,500 "
일반,경남,양산시,서창,완료,276 ,276 ,190 ,190 ,190 ,0 ,100 ,48 ,48 ,563 ,236 ,799 ,"74,740 ","10,100 "
일반,경남,김해시,병동,조성중,296 ,296 ,207 ,137 ,137 ,0 ,100 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경남,창원시,안골,미개발,237 ,237 ,143 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경남,거제시,덕곡,조성중,150 ,150 ,77 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경남,양산시,석계2,완료,999 ,969 ,444 ,444 ,444 ,0 ,100 ,149 ,149 ,"1,422 ",338 ,"1,760 ","149,480 ","32,320 "
일반,경남,통영시,법송2,완료,87 ,87 ,50 ,50 ,50 ,0 ,100 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경남,고성군,봉암동원,완료,299 ,299 ,183 ,183 ,135 ,48 ,74 ,1 ,1 ,,,,,
일반,경남,사천시,대진,조성중,248 ,248 ,150 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경남,함안군,화천,미개발,296 ,188 ,177 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경남,김해시,본산,미개발,59 ,59 ,38 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경남,밀양시,용전3,미개발,252 ,252 ,153 ,0 ,0 ,0 ,0 ,11 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경남,창원시 진해구,죽곡2,미개발,251 ,251 ,137 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경남,함안군,칠원용산,조성중,189 ,189 ,127 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경남,창원시 성산구,상복,완료,116 ,116 ,43 ,43 ,18 ,25 ,42 ,6 ,6 ,89 ,19 ,108 ,"11,094 ","4,312 "
일반,경남,진주시,진주(사봉),완료,810 ,810 ,354 ,354 ,354 ,0 ,100 ,72 ,70 ,768 ,170 ,938 ,"170,024 ","54,274 "
일반,경남,김해시,AM하이테크,완료,163 ,163 ,106 ,106 ,106 ,0 ,100 ,38 ,38 ,218 ,104 ,322 ,"63,174 ",108 
일반,경남,김해시,이지(Eco-Zone),조성중,304 ,304 ,161 ,155 ,155 ,0 ,100 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경남,사천시,향촌2,완료,69 ,68 ,44 ,44 ,0 ,44 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경남,산청군,산청한방항노화,완료,159 ,159 ,95 ,95 ,0 ,95 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경남,사천시,사천제1 (① + ②),완료,"2,356 ","2,149 ","1,639 ","1,639 ","1,634 ",5 ,100 ,52 ,47 ,"10,053 ","1,170 ","11,223 ","2,732,277 ","1,273,353 "
일반,경남,사천시,   사천제1 ①,완료,"1,860 ","1,653 ","1,143 ","1,143 ","1,143 ",0 ,100 ,35 ,30 ,"9,291 ","1,093 ","10,384 ","2,488,910 ","1,258,624 "
일반,경남,사천시,   사천(외국인) ②,완료,496 ,496 ,496 ,496 ,491 ,5 ,99 ,17 ,17 ,762 ,77 ,839 ,"243,367 ","14,729 "
일반,경남,사천시,사천제2,완료,"1,616 ","1,362 ",801 ,801 ,801 ,0 ,100 ,19 ,17 ,602 ,76 ,678 ,"71,880 ","2,188 "
일반,경남,창녕군,영남,미개발,"1,410 ","1,410 ",743 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경남,김해시,김해대동첨단,완료,"2,807 ","2,807 ","1,100 ","1,100 ","1,030 ",70 ,94 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경남,양산시,가산,조성중,672 ,662 ,272 ,90 ,0 ,90 ,0 ,9 ,9 ,123 ,123 ,246 ,0 ,0 
일반,경남,함안군,부목2,미개발,134 ,134 ,70 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경남,양산시,양산[재생사업지구],완료,"1,845 ","1,529 ","1,272 ","1,272 ","1,272 ",0 ,100 ,115 ,115 ,"8,638 ","2,158 ","10,796 ","220,180 ","40,400 "
일반,경남,진주시,뿌리,완료,962 ,962 ,511 ,511 ,374 ,137 ,73 ,56 ,56 ,673 ,135 ,808 ,"130,242 ","28,422 "
일반,경남,함안군,함안(구 군북),완료,"1,780 ","1,780 ","1,218 ","1,218 ","1,218 ",0 ,100 ,97 ,97 ,"2,690 ",590 ,"3,280 ","300,000 ","20,000 "
일반,경남,함안군,군북유현,미개발,73 ,75 ,49 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경남,사천시,용당(항공MRO),조성중,300 ,149 ,97 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경남,창녕군,대성하이스코,미개발,72 ,72 ,47 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경남,고성군,이당,조성중,131 ,119 ,69 ,69 ,59 ,10 ,86 ,1 ,1 ,,,,,
일반,경남,창원시 마산회원구,평성,미개발,696 ,696 ,270 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경남,창원시,덕산,미개발,250 ,250 ,143 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경남,함안군,군북,조성중,825 ,824 ,481 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경남,의령군,부림,조성중,352 ,352 ,184 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경남,김해시,하계,미개발,262 ,261 ,190 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경남,사천시,사천서부,미개발,314 ,313 ,183 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경남,거창군,거창첨단,미개발,304 ,304 ,192 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경남,고성군,고성양촌·용정,조성중,"1,575 ","1,575 ",959 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경남,양산시,양산주남일반산업단지,미개발,255 ,254 ,165 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
도시첨단,경남,창원시 마산합포구,창원덴소도시첨단(구 경남지능형홈산업),완료,145 ,143 ,82 ,82 ,82 ,0 ,100 ,1 ,1 ,,,,,
도시첨단,경남,창원시,해양신도시,조성중,33 ,34 ,21 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
농공,경남,거제시,한내조선특화,완료,278 ,278 ,214 ,214 ,214 ,0 ,100 ,1 ,1 ,,,,,
농공,경남,김해시,나전,완료,144 ,144 ,94 ,94 ,94 ,0 ,100 ,30 ,30 ,311 ,180 ,491 ,"83,034 ","6,036 "
농공,경남,김해시,내삼,완료,113 ,112 ,91 ,91 ,91 ,0 ,100 ,39 ,39 ,265 ,74 ,339 ,"81,434 ","5,500 "
농공,경남,김해시,병동,완료,148 ,148 ,96 ,96 ,96 ,0 ,100 ,26 ,26 ,310 ,102 ,412 ,"82,846 ","4,880 "
농공,경남,김해시,본산,완료,131 ,131 ,104 ,104 ,104 ,0 ,100 ,16 ,16 ,404 ,181 ,585 ,"85,324 ","5,816 "
농공,경남,김해시,봉림,완료,93 ,93 ,66 ,66 ,66 ,0 ,100 ,2 ,2 ,,,,,
농공,경남,김해시,안하,완료,127 ,127 ,98 ,98 ,98 ,0 ,100 ,46 ,46 ,351 ,61 ,412 ,"65,000 ","5,538 "
농공,경남,김해시,진영죽곡,완료,405 ,405 ,346 ,346 ,346 ,0 ,100 ,79 ,79 ,"2,010 ",706 ,"2,716 ","350,266 ","159,466 "
농공,경남,김해시,하계,완료,136 ,136 ,99 ,99 ,99 ,0 ,100 ,32 ,32 ,167 ,29 ,196 ,"161,420 ","4,840 "
농공,경남,밀양시,미전,완료,166 ,166 ,109 ,109 ,109 ,0 ,100 ,22 ,22 ,275 ,45 ,320 ,"27,000 ","18,000 "
농공,경남,밀양시,부북특별,조성중,161 ,108 ,108 ,108 ,108 ,0 ,100 ,3 ,3 ,150 ,100 ,250 ,"180,000 ","136,358 "
농공,경남,밀양시,상남특별,완료,84 ,84 ,76 ,76 ,76 ,0 ,100 ,2 ,2 ,,,,,
농공,경남,밀양시,제대,완료,192 ,192 ,99 ,99 ,99 ,0 ,100 ,2 ,2 ,,,,,
농공,경남,밀양시,초동특별,완료,327 ,307 ,263 ,263 ,263 ,0 ,100 ,44 ,44 ,684 ,119 ,803 ,"162,000 ","21,300 "
농공,경남,밀양시,하남,완료,179 ,177 ,153 ,153 ,153 ,0 ,100 ,30 ,28 ,409 ,90 ,499 ,"104,000 ","104,000 "
농공,경남,밀양시,춘화,완료,212 ,209 ,143 ,143 ,143 ,0 ,100 ,20 ,18 ,218 ,46 ,264 ,"1,400 ",260 
농공,경남,사천시,곤양,완료,84 ,84 ,59 ,59 ,59 ,0 ,100 ,9 ,9 ,178 ,31 ,209 ,"30,124 ","2,866 "
농공,경남,사천시,두량전문,완료,118 ,118 ,90 ,90 ,90 ,0 ,100 ,24 ,21 ,118 ,35 ,153 ,"17,455 ","1,358 "
농공,경남,사천시,사남,완료,568 ,568 ,481 ,481 ,481 ,0 ,100 ,46 ,41 ,355 ,74 ,429 ,"188,678 ","4,462 "
농공,경남,사천시,송포,완료,104 ,104 ,83 ,83 ,83 ,0 ,100 ,19 ,17 ,29 ,25 ,54 ,"21,482 ",440 
농공,경남,사천시,축동구호,완료,106 ,107 ,81 ,81 ,81 ,0 ,100 ,10 ,9 ,79 ,9 ,88 ,"22,360 ",0 
농공,경남,사천시,향촌삽재,완료,92 ,92 ,64 ,64 ,64 ,0 ,100 ,36 ,36 ,35 ,98 ,133 ,"20,138 ","1,242 "
농공,경남,양산시,웅상,완료,86 ,86 ,70 ,70 ,70 ,0 ,100 ,11 ,11 ,330 ,55 ,385 ,"82,140 ","33,668 "
농공,경남,진주시,대곡,완료,133 ,133 ,95 ,95 ,95 ,0 ,100 ,17 ,17 ,338 ,117 ,455 ,"125,610 ","17,348 "
농공,경남,진주시,사봉,완료,148 ,148 ,109 ,109 ,109 ,0 ,100 ,18 ,18 ,396 ,35 ,431 ,"368,984 ","264,444 "
농공,경남,진주시,생물산업전문,완료,147 ,147 ,87 ,87 ,87 ,0 ,100 ,23 ,23 ,240 ,139 ,379 ,"33,042 ","28,422 "
농공,경남,진주시,실크융복합전문농공단지(구:실크전문),완료,132 ,132 ,75 ,75 ,75 ,0 ,100 ,28 ,28 ,73 ,137 ,210 ,"8,310 ",0 
농공,경남,진주시,이반성,완료,141 ,141 ,111 ,111 ,111 ,0 ,100 ,9 ,9 ,334 ,114 ,448 ,"71,000 ","20,442 "
농공,경남,진주시,진성,완료,86 ,86 ,60 ,60 ,60 ,0 ,100 ,16 ,16 ,189 ,42 ,231 ,"24,430 ","11,000 "
농공,경남,거창군,남산,완료,154 ,154 ,120 ,120 ,120 ,0 ,100 ,19 ,18 ,35 ,10 ,45 ,"32,000 ",0 
농공,경남,거창군,당산,완료,103 ,103 ,82 ,82 ,82 ,0 ,100 ,9 ,8 ,27 ,9 ,36 ,"23,000 ",0 
농공,경남,거창군,서울우유,완료,93 ,93 ,49 ,49 ,49 ,0 ,100 ,1 ,1 ,,,,,
농공,경남,거창군,석강,완료,152 ,152 ,127 ,127 ,127 ,0 ,100 ,9 ,8 ,183 ,333 ,516 ,"354,400 ",0 
농공,경남,거창군,정장,완료,52 ,52 ,45 ,45 ,45 ,0 ,100 ,8 ,7 ,45 ,24 ,69 ,"3,156 ",0 
농공,경남,거창군,석강제2,완료,42 ,42 ,35 ,35 ,35 ,0 ,100 ,5 ,5 ,121 ,112 ,233 ,"110,600 ",0 
농공,경남,고성군,마동,완료,288 ,287 ,201 ,201 ,201 ,0 ,100 ,8 ,4 ,130 ,14 ,144 ,"29,760 ",0 
농공,경남,고성군,세송,완료,150 ,150 ,116 ,116 ,116 ,0 ,100 ,6 ,5 ,92 ,14 ,106 ,"20,552 ",0 
농공,경남,고성군,율대,완료,105 ,105 ,82 ,82 ,82 ,0 ,100 ,12 ,7 ,148 ,164 ,312 ,"161,958 ","2,624 "
농공,경남,고성군,회화,완료,92 ,92 ,74 ,74 ,74 ,0 ,100 ,9 ,5 ,88 ,19 ,107 ,"31,174 ","4,008 "
농공,경남,남해군,고현,완료,54 ,54 ,43 ,43 ,43 ,0 ,100 ,11 ,10 ,37 ,18 ,55 ,"2,639 ",0 
농공,경남,산청군,금서,완료,156 ,156 ,118 ,118 ,118 ,0 ,100 ,11 ,11 ,155 ,116 ,271 ,"29,400 ",832 
농공,경남,산청군,금서제2,완료,197 ,197 ,155 ,155 ,155 ,0 ,100 ,6 ,6 ,382 ,35 ,417 ,"64,800 ","57,000 "
농공,경남,산청군,산청,완료,112 ,112 ,84 ,84 ,84 ,0 ,100 ,9 ,9 ,100 ,36 ,136 ,"4,200 ","4,000 "
농공,경남,의령군,동동,완료,291 ,275 ,225 ,225 ,225 ,0 ,100 ,22 ,15 ,115 ,14 ,129 ,"4,720 ","3,060 "
농공,경남,의령군,봉수,완료,317 ,317 ,277 ,277 ,277 ,0 ,100 ,31 ,30 ,261 ,49 ,310 ,"67,200 ","59,600 "
농공,경남,의령군,부림,완료,147 ,147 ,119 ,119 ,119 ,0 ,100 ,8 ,8 ,127 ,45 ,172 ,"17,084 ",796 
